Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	* Laz / notes	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
NoDesc	1	1	1	46	90	38				27	203	pr7		36	40											blac	mele	tors	phlm	ashd	xbow	pzhm		staf	wand	orb					
NoDesc	1	1	1	52	90	44				83	203	pr7		41	45											blac	mele	tors	phlm	ashd	xbow	pzhm		staf	wand	orb					
NoDesc	1	1	1	59	90	49				139	203	pr7		46	50											blac	mele	tors	phlm	ashd	xbow	pzhm		staf	wand	orb					
NoDesc	1	1	1	80		66				65	203	pr7		51	75											blac	mele	tors	phlm	ashd	xbow	pzhm		staf	wand	orb					
NoDesc	1	1	1	1	21					168	203	pr7		1	3											blac	belt	boot	glov	helm	amul	misl		phlm	pzhm						
NoDesc	1	1	1	13	41	11				32	203	pr7		4	6											blac	belt	boot	glov	helm	amul	misl		phlm	pzhm						
NoDesc	1	1	1	25	61	21				152	203	pr7		7	9											blac	belt	boot	glov	helm	amul	misl		phlm	pzhm						
NoDesc	1	1	1	37	81	31				16	203	pr7		10	12											blac	belt	boot	glov	helm	amul	misl		phlm	pzhm						
NoDesc	1	1	1	49	90	41				55	203	pr7		13	15											blac	belt	boot	glov	helm	amul	misl		phlm	pzhm						
NoDesc	1	1	1	61	90	51				160	203	pr7		16	18											blac	belt	boot	glov	helm	amul	misl		phlm	pzhm						
NoDesc	1	1	1	73		61				9	203	pr7		19	25											blac	belt	boot	glov	helm	amul	misl		phlm	pzhm						
NoDesc	1	1	1	80		66				65	203	pr7		26	40											blac	belt	boot	glov	helm	amul	misl		phlm	pzhm						
NoDesc	1	1	1	1	21					126	203	pr7		1	3											blac	ring														
NoDesc	1	1	1	14	42	12				222	203	pr7		4	6											blac	ring														
NoDesc	1	1	1	40	86	34				164	203	pr7		7	11											blac	ring														
NoDesc	1	1	1	57		48				199	203	pr7		12	15											blac	ring														
NoDesc	1	1	1	37	81	31				132	203	pr215		10	10											blac	mele	tors	phlm	ashd	xbow	pzhm		staf	wand	orb					
NoDesc	1	1	1	59		49				186	203	pr215		20	20											blac	mele	tors	phlm	ashd	xbow	pzhm		staf	wand	orb					
NoDesc	1	1	1	1	21					168	203	pr8		1	5											lpur	bow	tors	scep	knif	azhm	ishd	nscy	xbow							
NoDesc	1	1	1	8	31	6				232	203	pr8		6	10											lpur	bow	tors	scep	knif	azhm	ishd	nscy	xbow							
NoDesc	1	1	1	14	42	12				40	203	pr8		11	15											lpur	bow	tors	scep	knif	azhm	ishd	nscy	xbow							
NoDesc	1	1	1	20	53	17				104	203	pr8		16	20											lpur	bow	tors	scep	knif	azhm	ishd	nscy	xbow							
NoDesc	1	1	1	27	63	22				168	203	pr8		21	25											lpur	bow	tors	scep	knif	azhm	ishd	nscy	xbow							
NoDesc	1	1	1	33	74	28				232	203	pr8		26	30											lpur	bow	tors	scep	knif	azhm	ishd	nscy	xbow							
NoDesc	1	1	1	40	85	33				40	203	pr8		31	35											lpur	bow	tors	scep	knif	azhm	ishd	nscy	xbow							
NoDesc	1	1	1	46	90	38				27	203	pr8		36	40											lpur	bow	tors	scep	knif	azhm	ishd	nscy	xbow							
NoDesc	1	1	1	52	90	44				83	203	pr8		41	45											lpur	bow	tors	scep	knif	azhm	ishd	nscy	xbow							
NoDesc	1	1	1	59	90	49				139	203	pr8		46	50											lpur	bow	tors	scep	knif	azhm	ishd	nscy	xbow							
NoDesc	1	1	1	80		66				65	203	pr8		51	75											lpur	bow	tors	scep	knif	azhm	ishd	nscy	xbow							
NoDesc	1	1	1	1	21					168	203	pr8		1	3											lpur	belt	boot	glov	helm	amul	weap	misl	bow	pelt	nscy					
NoDesc	1	1	1	13	41	11				32	203	pr8		4	6											lpur	belt	boot	glov	helm	amul	weap	misl	bow	pelt	nscy					
NoDesc	1	1	1	25	61	21				152	203	pr8		7	9											lpur	belt	boot	glov	helm	amul	weap	misl	bow	pelt	nscy					
NoDesc	1	1	1	37	81	31				16	203	pr8		10	12											lpur	belt	boot	glov	helm	amul	weap	misl	bow	pelt	nscy					
NoDesc	1	1	1	49	90	41				55	203	pr8		13	15											lpur	belt	boot	glov	helm	amul	weap	misl	bow	pelt	nscy					
NoDesc	1	1	1	61	90	51				160	203	pr8		16	18											lpur	belt	boot	glov	helm	amul	weap	misl	bow	pelt	nscy					
NoDesc	1	1	1	73		61				9	203	pr8		19	25											lpur	belt	boot	glov	helm	amul	weap	misl	bow	pelt	nscy					
NoDesc	1	1	1	80		66				65	203	pr8		26	40											lpur	belt	boot	glov	helm	amul	weap	misl	bow	pelt	nscy					
NoDesc	1	1	1	1	21					126	203	pr8		1	3											lpur	ring														
NoDesc	1	1	1	14	42	12				222	203	pr8		4	6											lpur	ring														
NoDesc	1	1	1	40	86	34				164	203	pr8		7	11											lpur	ring														
NoDesc	1	1	1	57		48				199	203	pr8		12	15											lpur	ring														
NoDesc	1	1	1	37	81	31				132	203	pr216		10	10											lpur	bow	tors	scep	staf	azhm	ishd	nscy	xbow							
NoDesc	1	1	1	59		49				186	203	pr216		20	20											lpur	bow	tors	scep	staf	azhm	ishd	nscy	xbow							
NoDesc	1	1	1	1	21					168	203	pr9		1	5											cred	tors	pole	scep	ashd	pclb	pmac	pham								
NoDesc	1	1	1	8	31	6				232	203	pr9		6	10											cred	tors	pole	scep	ashd	pclb	pmac	pham								
NoDesc	1	1	1	14	42	12				40	203	pr9		11	15											cred	tors	pole	scep	ashd	pclb	pmac	pham								
NoDesc	1	1	1	20	53	17				104	203	pr9		16	20											cred	tors	pole	scep	ashd	pclb	pmac	pham								
NoDesc	1	1	1	27	63	22				168	203	pr9		21	25											cred	tors	pole	scep	ashd	pclb	pmac	pham								
NoDesc	1	1	1	33	74	28				232	203	pr9		26	30											cred	tors	pole	scep	ashd	pclb	pmac	pham								
NoDesc	1	1	1	40	85	33				40	203	pr9		31	35											cred	tors	pole	scep	ashd	pclb	pmac	pham								
NoDesc	1	1	1	46	90	38				27	203	pr9		36	40											cred	tors	pole	scep	ashd	pclb	pmac	pham								
NoDesc	1	1	1	52	90	44				83	203	pr9		41	45											cred	tors	pole	scep	ashd	pclb	pmac	pham								
NoDesc	1	1	1	59	90	49				139	203	pr9		46	50											cred	tors	pole	scep	ashd	pclb	pmac	pham								
NoDesc	1	1	1	80		66				65	203	pr9		51	75											cred	tors	pole	scep	ashd	pclb	pmac	pham								
NoDesc	1	1	1	1	21					168	203	pr9		1	5											cred	pspe	azsd	nscy												
NoDesc	1	1	1	8	31	6				232	203	pr9		6	10											cred	pspe	azsd	nscy												
NoDesc	1	1	1	14	42	12				40	203	pr9		11	15											cred	pspe	azsd	nscy												
NoDesc	1	1	1	20	53	17				104	203	pr9		16	20											cred	pspe	azsd	nscy												
NoDesc	1	1	1	27	63	22				168	203	pr9		21	25											cred	pspe	azsd	nscy												
NoDesc	1	1	1	33	74	28				232	203	pr9		26	30											cred	pspe	azsd	nscy												
NoDesc	1	1	1	40	85	33				40	203	pr9		31	35											cred	pspe	azsd	nscy												
NoDesc	1	1	1	46	90	38				27	203	pr9		36	40											cred	pspe	azsd	nscy												
NoDesc	1	1	1	52	90	44				83	203	pr9		41	45											cred	pspe	azsd	nscy												
NoDesc	1	1	1	59	90	49				139	203	pr9		46	50											cred	pspe	azsd	nscy												
NoDesc	1	1	1	80		66				65	203	pr9		51	75											cred	pspe	azsd	nscy												
NoDesc	1	1	1	1	21					168	203	pr9		1	3											cred	belt	boot	glov	helm	amul	shld	pspe	ashd							
NoDesc	1	1	1	13	41	11				32	203	pr9		4	6											cred	belt	boot	glov	helm	amul	shld	pspe	ashd							
NoDesc	1	1	1	25	61	21				152	203	pr9		7	9											cred	belt	boot	glov	helm	amul	shld	pspe	ashd							
NoDesc	1	1	1	37	81	31				16	203	pr9		10	12											cred	belt	boot	glov	helm	amul	shld	pspe	ashd							
NoDesc	1	1	1	49	90	41				55	203	pr9		13	15											cred	belt	boot	glov	helm	amul	shld	pspe	ashd							
NoDesc	1	1	1	61	90	51				160	203	pr9		16	18											cred	belt	boot	glov	helm	amul	shld	pspe	ashd							
NoDesc	1	1	1	73		61				9	203	pr9		19	25											cred	belt	boot	glov	helm	amul	shld	pspe	ashd							
NoDesc	1	1	1	80		66				65	203	pr9		26	40											cred	belt	boot	glov	helm	amul	shld	pspe	ashd							
NoDesc	1	1	1	1	21					126	203	pr9		1	3											cred	ring														
NoDesc	1	1	1	14	42	12				222	203	pr9		4	6											cred	ring														
NoDesc	1	1	1	40	86	34				164	203	pr9		7	11											cred	ring														
NoDesc	1	1	1	57		48				199	203	pr9		12	15											cred	ring														
NoDesc	1	1	1	37	81	31				132	203	pr218		10	10											cred	tors	pole	scep	ashd	pclb	pmac	pham								
NoDesc	1	1	1	37	81	31				132	203	pr218		10	10											cred	pspe	azsd	nscy												
NoDesc	1	1	1	59		49				186	203	pr218		20	20											cred	tors	pole	scep	ashd	pclb	pmac	pham								
NoDesc	1	1	1	59		49				186	203	pr218		20	20											cred	pspe	azsd	nscy												
NoDesc	1	1	1	1	21					168	203	pr10		1	5											cblu	staf	scep	crsd	pelt	head	circ	stor								
NoDesc	1	1	1	8	31	6				232	203	pr10		6	10											cblu	staf	scep	crsd	pelt	head	circ	stor								
NoDesc	1	1	1	14	42	12				40	203	pr10		11	15											cblu	staf	scep	crsd	pelt	head	circ	stor								
NoDesc	1	1	1	20	53	17				104	203	pr10		16	20											cblu	staf	scep	crsd	pelt	head	circ	stor								
NoDesc	1	1	1	27	63	22				168	203	pr10		21	25											cblu	staf	scep	crsd	pelt	head	circ	stor								
NoDesc	1	1	1	33	74	28				232	203	pr10		26	30											cblu	staf	scep	crsd	pelt	head	circ	stor								
NoDesc	1	1	1	40	85	33				40	203	pr10		31	35											cblu	staf	scep	crsd	pelt	head	circ	stor								
NoDesc	1	1	1	46	90	38				27	203	pr10		36	40											cblu	staf	scep	crsd	pelt	head	circ	stor								
NoDesc	1	1	1	52	90	44				83	203	pr10		41	45											cblu	staf	scep	crsd	pelt	head	circ	stor								
NoDesc	1	1	1	59	90	49				139	203	pr10		46	50											cblu	staf	scep	crsd	pelt	head	circ	stor								
NoDesc	1	1	1	80		66				65	203	pr10		51	75											cblu	staf	scep	crsd	pelt	head	circ	stor								
NoDesc	1	1	1	1	21					168	203	pr10		1	3											cblu	belt	boot	glov	helm	amul	h2h	tors	circ	stor						
NoDesc	1	1	1	13	41	11				32	203	pr10		4	6											cblu	belt	boot	glov	helm	amul	h2h	tors	circ	stor						
NoDesc	1	1	1	25	61	21				152	203	pr10		7	9											cblu	belt	boot	glov	helm	amul	h2h	tors	circ	stor						
NoDesc	1	1	1	37	81	31				16	203	pr10		10	12											cblu	belt	boot	glov	helm	amul	h2h	tors	circ	stor						
NoDesc	1	1	1	49	90	41				55	203	pr10		13	15											cblu	belt	boot	glov	helm	amul	h2h	tors	circ	stor						
NoDesc	1	1	1	61	90	51				160	203	pr10		16	18											cblu	belt	boot	glov	helm	amul	h2h	tors	circ	stor						
NoDesc	1	1	1	73		61				9	203	pr10		19	25											cblu	belt	boot	glov	helm	amul	h2h	tors	circ	stor						
NoDesc	1	1	1	80		66				65	203	pr10		26	40											cblu	belt	boot	glov	helm	amul	h2h	tors	circ	stor						
NoDesc	1	1	1	1	21					168	203	pr10		1	3											cblu	ashd	azsd	ishd	wand											
NoDesc	1	1	1	13	41	11				32	203	pr10		4	6											cblu	ashd	azsd	ishd	wand											
NoDesc	1	1	1	25	61	21				152	203	pr10		7	9											cblu	ashd	azsd	ishd	wand											
NoDesc	1	1	1	37	81	31				16	203	pr10		10	12											cblu	ashd	azsd	ishd	wand											
NoDesc	1	1	1	49	90	41				55	203	pr10		13	15											cblu	ashd	azsd	ishd	wand											
NoDesc	1	1	1	61	90	51				160	203	pr10		16	18											cblu	ashd	azsd	ishd	wand											
NoDesc	1	1	1	73		61				9	203	pr10		19	25											cblu	ashd	azsd	ishd	wand											
NoDesc	1	1	1	80		66				65	203	pr10		26	40											cblu	ashd	azsd	ishd	wand											
NoDesc	1	1	1	1	21					126	203	pr10		1	3											cblu	ring	tors	stor												
NoDesc	1	1	1	14	42	12				222	203	pr10		4	6											cblu	ring	tors	stor												
NoDesc	1	1	1	40	86	34				164	203	pr10		7	11											cblu	ring	tors	stor												
NoDesc	1	1	1	57		48				199	203	pr10		12	15											cblu	ring	tors	stor												
NoDesc	1		1	37	81	31				132	203	pr217		10	10											cblu	staf	scep	ashd	pelt	head	circ	stor								
NoDesc	1		1	59		49				186	203	pr217		20	20											cblu	staf	scep	ashd	pelt	head	circ	stor								
NoDesc	1	1	1	1	21					168	204	pr96		11	25												weap														
NoDesc	1	1	1	9	34	8				248	204	pr96		26	40												weap														
NoDesc	1	1	1	17	47	14				72	204	pr96		41	55												weap														
NoDesc	1	1	1	25	61	21				152	204	pr96		56	70												weap														
NoDesc	1	1	1	33	74	28				171	204	pr96		71	85												weap														
NoDesc	1	1	1	41	87	34				241	204	pr96		86	100												weap														
NoDesc	1	1	1	49	90	41				230	204	pr96		101	115												weap														
NoDesc	1	1	1	57	90	48				34	204	pr96		116	130												weap														
NoDesc	1	1	1	65	90	54				249	204	pr96		131	145												weap														
NoDesc	1	1	1	73		61				43	204	pr96		146	180												weap														
NoDesc	1	1	1	80		66				83	204	pr96		181	250												weap														
NoDesc	1	1	1	5	27	4				208	204	pr96		6	10												glov	ring	misl												
NoDesc	1	1	1	13	41	11				252	204	pr96		11	15												glov	ring	misl												
NoDesc	1	1	1	21	54	18				20	204	pr96		16	20												glov	ring	misl												
NoDesc	1	1	1	29	67	24				24	204	pr96		21	30												glov	ring	misl												
NoDesc	1	1	1	37	81	31				8	204	pr96		31	50												glov	ring	misl												
NoDesc	1		1	1	21					210	205	pr16		1	3												shld	scep													
NoDesc	1		1	8	33	7				44	205	pr16		4	6												shld	scep													
NoDesc	1		1	16	45	13				134	205	pr16		7	9												shld	scep													
NoDesc	1		1	23	57	19				176	205	pr16		10	12												shld	scep													
NoDesc	1		1	30	69	25				1	205	pr16		13	15												shld	scep													
NoDesc	1		1	37	81	31				16	205	pr16		16	18												shld	scep													
NoDesc	1		1	44	90	37				13	205	pr16		19	21												shld	scep													
NoDesc	1		1	52	90	43				248	205	pr16		22	24												shld	scep													
NoDesc	1		1	59	90	49				209	205	pr16		25	27												shld	scep													
NoDesc	1		1	66	90	55				50	205	pr16		28	30												shld	scep													
NoDesc	1		1	80		66				101	205	pr16		31	40												shld	scep													
NoDesc	1		1	80		66				101	205	pr16		41	50												shld	scep													
NoDesc	1		1	15	43	12				152	205	pr16		1	2												amul	glov	pzhm												
NoDesc	1		1	24	59	20				200	205	pr16		3	4												amul	glov	pzhm												
NoDesc	1		1	34	75	28				248	205	pr16		5	6												amul	glov	pzhm												
NoDesc	1		1	44	90	36				40	205	pr16		7	8												amul	glov	pzhm												
NoDesc	1		1	53		44				88	205	pr16		9	10												amul	glov	pzhm												
NoDesc	1	1	1	8	33	7				132	206	pr28		1	20												weap							wand	orb	staf					
NoDesc	1	1	1	16	45	13				146	206	pr28		21	40												weap							wand	orb	staf					
NoDesc	1	1	1	23	57	19				16	206	pr28		41	60												weap							wand	orb	staf					
NoDesc	1	1	1	30	69	25				88	206	pr28		61	80												weap							wand	orb	staf					
NoDesc	1	1	1	37	81	31				106	206	pr28		81	100												weap							wand	orb	staf					
NoDesc	1	1	1	44	90	37				70	206	pr28		101	120												weap							wand	orb	staf					
NoDesc	1	1	1	52	90	43				236	206	pr28		121	140												weap							wand	orb	staf					
NoDesc	1	1	1	59	90	49				92	206	pr28		141	160												weap							wand	orb	staf					
NoDesc	1	1	1	66	90	55				150	206	pr28		161	180												weap							wand	orb	staf					
NoDesc	1	1	1	73	90	61				154	206	pr28		181	250												weap							wand	orb	staf					
NoDesc	1	1	1	80		66				202	206	pr28		251	300												weap							wand	orb	staf					
NoDesc	1	1	1	80		66				168	206	pr28		301	350												weap							wand	orb	staf					
NoDesc	1	1	1	16	45	13				234	206	pr28		1	10												glov	amul	misl	ishd	azhm	azsd	phlm								
NoDesc	1	1	1	28	65	23				14	206	pr28		11	20												glov	amul	misl	ishd	azhm	azsd	phlm								
NoDesc	1	1	1	40	85	33				20	206	pr28		21	30												glov	amul	misl	ishd	azhm	azsd	phlm								
NoDesc	1	1	1	52	90	43				252	206	pr28		31	40												glov	amul	misl	ishd	azhm	azsd	phlm								
NoDesc	1	1	1	64	90	53				198	206	pr28		41	50												glov	amul	misl	ishd	azhm	azsd	phlm								
NoDesc	1	1	1	76		63				114	206	pr28		51	75												glov	amul	misl	ishd	azhm	azsd	phlm								
NoDesc	1	1	1	3	23	2				138	207	pr17		1	2		pr18		3	10	pr19		6	15		lblu	weap														
NoDesc	1	1	1	14	42	12				222	207	pr17		1	5		pr18		6	20	pr19		16	25		lblu	weap														
NoDesc	1	1	1	25	61	21				255	207	pr17		1	10		pr18		11	40	pr19		26	35		lblu	weap														
NoDesc	1	1	1	36	79	30				69	207	pr17		1	20		pr18		21	80	pr19		36	45		lblu	weap														
NoDesc	1	1	1	48	90	40				139	207	pr17		1	40		pr18		41	160	pr19		46	55		lblu	weap														
NoDesc	1	1	1	59	90	49				116	207	pr17		1	80		pr18		81	320	pr19		56	65		lblu	weap														
NoDesc	1	1	1	70	90	58				172	207	pr17		1	160		pr18		161	640	pr19		66	75		lblu	weap														
NoDesc	1	1	1	80		66				220	207	pr17		161	320		pr18		641	960	pr19		66	75		lblu	weap														
NoDesc	1	1	1	3	23	2				138	207	pr20		1	2		pr21		3	10						lred	weap														
NoDesc	1	1	1	14	42	12				222	207	pr20		1	5		pr21		6	20						lred	weap														
NoDesc	1	1	1	25	61	21				255	207	pr20		1	10		pr21		11	40						lred	weap														
NoDesc	1	1	1	36	79	30				69	207	pr20		1	20		pr21		21	80						lred	weap														
NoDesc	1	1	1	48	90	40				139	207	pr20		1	40		pr21		41	160						lred	weap														
NoDesc	1	1	1	59	90	49				116	207	pr20		1	80		pr21		81	320						lred	weap														
NoDesc	1	1	1	70	90	58				172	207	pr20		1	160		pr21		161	640						lred	weap														
NoDesc	1	1	1	80		66				220	207	pr20		161	320		pr21		641	960						lred	weap														
NoDesc	1	1	1	3	23	2				138	207	pr22		1	1		pr23		3	10						lyel	weap														
NoDesc	1	1	1	14	42	12				222	207	pr22		1	1		pr23		6	25						lyel	weap														
NoDesc	1	1	1	25	61	21				255	207	pr22		1	1		pr23		11	50						lyel	weap														
NoDesc	1	1	1	36	79	30				69	207	pr22		1	1		pr23		21	100						lyel	weap														
NoDesc	1	1	1	48	90	40				139	207	pr22		1	1		pr23		41	200						lyel	weap														
NoDesc	1	1	1	59	90	49				116	207	pr22		1	1		pr23		81	400						lyel	weap														
NoDesc	1	1	1	70	90	58				172	207	pr22		1	1		pr23		161	800						lyel	weap														
NoDesc	1	1	1	80		66				220	207	pr22		1	1		pr23		801	1000						lyel	weap														
NoDesc	1	1	1	3	23	2				138	207	pr138	50	8	8											lgrn	weap														
NoDesc	1	1	1	14	42	12				222	207	pr138	75	24	24											lgrn	weap														
NoDesc	1	1	1	25	61	21				255	207	pr138	100	48	48											lgrn	weap														
NoDesc	1	1	1	36	79	30				69	207	pr138	125	96	96											lgrn	weap														
NoDesc	1	1	1	48	90	40				139	207	pr138	150	192	192											lgrn	weap														
NoDesc	1	1	1	59	90	49				116	207	pr138	175	384	384											lgrn	weap														
NoDesc	1	1	1	70	90	58				172	207	pr138	200	768	768											lgrn	weap														
NoDesc	1	1	1	80		66				220	207	pr138	225	992	992											lgrn	weap														
