Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	* Laz / Notes	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
NoDesc	1	1	1	78		65				131	102	pr121		10	12												dstf														
NoDesc	1	1	1	8	33	7				118	102	pr121		1	1												bow	xbow	pelt	axe	knif			abow	nxbw	tkni	nknf	baxe			
NoDesc	1	1	1	24	58	20				5	102	pr121		2	2												bow	xbow	pelt	axe	knif			abow	nxbw	tkni	nknf	baxe			
NoDesc	1	1	1	39		32				148	102	pr121		3	3												bow	xbow	pelt	axe	knif			abow	nxbw	tkni	nknf	baxe			
NoDesc	1	1	1	54		45				35	102	pr121		4	4												bow	xbow	pelt	axe	knif			abow	nxbw	tkni	nknf	baxe			
NoDesc	1	1	1	8	33	7				118	102	pr121		1	1												club							pclb	pmac						
NoDesc	1	1	1	24		20				5	102	pr121		2	2												club							pclb	pmac						
NoDesc	1	1	1	48		40				123	102	pr121		1	1												helm	misl						pelt	phlm	azhm	circ	pzhm			
NoDesc	1	1	1	7	30	6				132	102	pr69		1	1												nstf	nscy													
NoDesc	1	1	1	17	47	14				175	102	pr69		2	2												nstf	nscy													
NoDesc	1	1	1	28	65	23				218	102	pr69		3	3												nstf	nscy													
NoDesc	1	1	1	38	82	32				5	102	pr69		4	4												nstf	nscy													
NoDesc	1	1	1	48		40				48	102	pr69		5	5												nstf	nscy													
NoDesc	1	1	1	59		49				91	102	pr69		6	6												nstf	nscy													
NoDesc	1	1	1	64		53				229	102	pr69		7	7												nstf														
NoDesc	1	1	1	68		57				111	102	pr69		8	8												nstf														
NoDesc	1	1	1	73		61				249	102	pr69		9	9												nstf														
NoDesc	1	1	1	78		65				131	102	pr69		10	12												nstf														
NoDesc	1	1	1	8	33	7				118	102	pr69		1	1												wand	head	nxbw	scyh	staf	nknf		nscy	nstf	dstf	nagi				
NoDesc	1	1	1	24	58	20				5	102	pr69		2	2												wand	head	nxbw	scyh	staf	nknf		nscy	nstf	dstf	nagi				
NoDesc	1	1	1	39	83	32				148	102	pr69		3	3												wand	head	nxbw	scyh	staf	nknf		nscy	nstf	dstf	nagi				
NoDesc	1	1	1	54		45				35	102	pr69		4	4												wand	head	nxbw	scyh	staf	nknf		nscy	nstf	dstf	nagi				
NoDesc	1	1	1	48		40				123	102	pr69		1	1												boot	misl	knif					nknf	tkni						
NoDesc	1	1	1	8	33	7				118	102	pr68		1	1												scep	ashd	pclb	pmac	pham	pspe	pzhm								
NoDesc	1	1	1	24	58	20				5	102	pr68		2	2												scep	ashd	pclb	pmac	pham	pspe	pzhm								
NoDesc	1	1	1	39		32				148	102	pr68		3	3												scep	ashd	pclb	pmac	pham	pspe	pzhm								
NoDesc	1	1	1	54		45				35	102	pr68		4	4												scep	ashd	pclb	pmac	pham	pspe	pzhm								
NoDesc	1	1	1	8	33	7				118	102	pr68		1	1												shie							azsd	ishd	head	basd				
NoDesc	1	1	1	39		32				148	102	pr68		2	2												shie							azsd	ishd	head	basd				
NoDesc	1	1	1	48		40				123	102	pr68		1	1												belt	glov													
NoDesc	1	1	1	7	30	6				132	102	pr70		1	1												staf							dstf	nstf						
NoDesc	1	1	1	17	47	14				175	102	pr70		2	2												staf							dstf	nstf						
NoDesc	1	1	1	28	65	23				218	102	pr70		3	3												staf							dstf	nstf						
NoDesc	1	1	1	38	82	32				5	102	pr70		4	4												staf							dstf	nstf						
NoDesc	1	1	1	48		40				48	102	pr70		5	5												staf							dstf	nstf						
NoDesc	1	1	1	59		49				91	102	pr70		6	6												staf							dstf	nstf						
NoDesc	1	1	1	64		53				229	102	pr70		7	7												staf							dstf	nstf						
NoDesc	1	1	1	68		57				111	102	pr70		8	8												staf							dstf	nstf						
NoDesc	1	1	1	73		61				249	102	pr70		9	9												staf							dstf	nstf						
NoDesc	1	1	1	78		65				131	102	pr70		10	12												staf							dstf	nstf						
NoDesc	1	1	1	8	33	7				118	102	pr70		1	1												orb	stor	scrd												
NoDesc	1	1	1	24	58	20				5	102	pr70		2	2												orb	stor	scrd												
NoDesc	1	1	1	39		32				148	102	pr70		3	3												orb	stor	scrd												
NoDesc	1	1	1	54		45				35	102	pr70		4	5												orb	stor	scrd												
NoDesc	1	1	1	8	33	7				118	102	pr70		1	1												crsd							scrd							
NoDesc	1	1	1	39		32				148	102	pr70		2	2												crsd							scrd							
NoDesc	1	1	1	48		40				123	102	pr70		1	1												glov														
NoDesc	1	1	1	7	30	6				168	103	pr81		5	5												tors	belt	spea	pelt	ashd	basd	azsd								
NoDesc	1	1	1	17	47	14				246	103	pr81		10	10												tors	belt	spea	pelt	ashd	basd	azsd								
NoDesc	1	1	1	28	65	23				68	103	pr81		15	15												tors	belt	spea	pelt	ashd	basd	azsd								
NoDesc	1	1	1	38	82	32				146	103	pr81		20	20												tors	belt	spea	pelt	ashd	basd	azsd								
NoDesc	1	1	1	48	90	40				224	103	pr81		25	25												tors	belt	spea	pelt	ashd	basd	azsd								
NoDesc	1	1	1	59		49				46	103	pr81		30	30												tors	belt	spea	pelt	ashd	basd	azsd								
NoDesc	1	1	1	69		58				124	103	pr81		35	35												tors	belt	spea	pelt	ashd	basd	azsd								
NoDesc	1	1	1	12	38	10				68	103	pr81		5	5												glov	amul	boot	pzhm											
NoDesc	1	1	1	25	61	21				102	103	pr81		10	10												glov	amul	boot	pzhm											
NoDesc	1	1	1	39	83	32				136	103	pr81		15	15												glov	amul	boot	pzhm											
NoDesc	1	1	1	52		44				170	103	pr81		20	20												glov	amul	boot	pzhm											
NoDesc	1	1	1	20	51	16				88	103	pr81		5	5												ring														
NoDesc	1	1	1	37	81	31				132	103	pr81		10	10												ring														
NoDesc	1	1	1	7	30	6				168	104	pr84		5	5												shld	scep													
NoDesc	1	1	1	17	47	14				246	104	pr84		10	10												shld	scep													
NoDesc	1	1	1	28	65	23				68	104	pr84		15	15												shld	scep													
NoDesc	1	1	1	38	82	32				146	104	pr84		20	20												shld	scep													
NoDesc	1	1	1	48	90	40				224	104	pr84		25	25												shld	scep													
NoDesc	1	1	1	59		49				46	104	pr84		30	30												shld	scep													
NoDesc	1	1	1	69		58				124	104	pr84		35	35												shld	scep													
NoDesc	1	1	1	12	38	10				68	104	pr84		5	5												glov	amul	pzhm												
NoDesc	1	1	1	25	61	21				102	104	pr84		10	10												glov	amul	pzhm												
NoDesc	1	1	1	39	83	32				136	104	pr84		15	15												glov	amul	pzhm												
NoDesc	1	1	1	52		44				170	104	pr84		20	20												glov	amul	pzhm												
NoDesc	1	1	1	20	51	16				88	104	pr84		5	5												ring														
NoDesc	1	1	1	37	81	31				132	104	pr84		10	10												ring														
NoDesc	1	1	1	7	30	6				168	105	pr87		5	5												staf	wand	orb												
NoDesc	1	1	1	17	47	14				246	105	pr87		10	10												staf	wand	orb												
NoDesc	1	1	1	28	65	23				68	105	pr87		15	15												staf	wand	orb												
NoDesc	1	1	1	38	82	32				146	105	pr87		20	20												staf	wand	orb												
NoDesc	1	1	1	48	90	40				224	105	pr87		25	25												staf	wand	orb												
NoDesc	1	1	1	59		49				46	105	pr87		30	30												staf	wand	orb												
NoDesc	1	1	1	69		58				124	105	pr87		35	35												staf	wand	orb												
NoDesc	1	1	1	12	38	10				68	105	pr87		5	5												glov	amul	head	scrd	azsd	nknf									
NoDesc	1	1	1	25	61	21				102	105	pr87		10	10												glov	amul	head	scrd	azsd	nknf									
NoDesc	1	1	1	39	83	32				136	105	pr87		15	15												glov	amul	head	scrd	azsd	nknf									
NoDesc	1	1	1	52		44				170	105	pr87		20	20												glov	amul	head	scrd	azsd	nknf									
NoDesc	1	1	1	20	51	16				88	105	pr87		5	5												ring	crsd						scrd							
NoDesc	1	1	1	37	81	31				132	105	pr87		10	10												ring	crsd						scrd							
NoDesc	1	1	1	3	23	2				178	106	pr29		21	30												weap							wand	orb	staf					
NoDesc	1	1	1	5	27	4				12	106	pr29		31	40												weap							wand	orb	staf					
NoDesc	1	1	1	8	31	6				102	106	pr29		41	50												weap							wand	orb	staf					
NoDesc	1	1	1	10	35	8				192	106	pr29		51	60												weap							wand	orb	staf					
NoDesc	1	1	1	12	39	10				177	106	pr29		61	70												weap							wand	orb	staf					
NoDesc	1	1	1	15	43	12				2	106	pr29		71	80												weap							wand	orb	staf					
NoDesc	1	1	1	17	47	14				83	106	pr29		81	90												weap							wand	orb	staf					
NoDesc	1	1	1	20	51	16				164	106	pr29		91	100												weap							wand	orb	staf					
NoDesc	1	1	1	22	55	18				104	106	pr29		101	110												weap							wand	orb	staf					
NoDesc	1	1	1	24	59	20				176	106	pr29		111	120												weap							wand	orb	staf					
NoDesc	1	1	1	27	63	22				248	106	pr29		121	130												weap							wand	orb	staf					
NoDesc	1	1	1	29	67	24				64	106	pr29		131	140												weap							wand	orb	staf					
NoDesc	1	1	1	32	71	26				143	106	pr29		141	150												weap							wand	orb	staf					
NoDesc	1	1	1	34	75	28				229	106	pr29		151	160												weap							wand	orb	staf					
NoDesc	1	1	1	36	79	30				67	106	pr29		161	170												weap							wand	orb	staf					
NoDesc	1	1	1	39	83	32				170	106	pr29		171	180												weap							wand	orb	staf					
NoDesc	1	1	1	41	87	34				27	106	pr29		181	190												weap							wand	orb	staf					
NoDesc	1	1	1	44	90	36				151	106	pr29		191	200												weap							wand	orb	staf					
NoDesc	1	1	1	46	90	38				31	106	pr29		201	210												weap							wand	orb	staf					
NoDesc	1	1	1	48	90	40				180	106	pr29		211	220												weap							wand	orb	staf					
NoDesc	1	1	1	51	90	42				87	106	pr29		221	230												weap							wand	orb	staf					
NoDesc	1	1	1	53	90	44				10	106	pr29		231	240												weap							wand	orb	staf					
NoDesc	1	1	1	56	90	46				206	106	pr29		241	250												weap							wand	orb	staf					
NoDesc	1	1	1	58		48				165	106	pr29		251	260												weap							wand	orb	staf					
NoDesc	1	1	1	60		50				145	106	pr29		261	270												weap							wand	orb	staf					
NoDesc	1	1	1	63		52				148	106	pr29		271	280												weap							wand	orb	staf					
NoDesc	1	1	1	65		54				176	106	pr29		281	300												weap							wand	orb	staf					
NoDesc	1	1	1	80		66				232	106	pr29		301	350												weap							wand	orb	staf					
NoDesc	1	1	1	27	63	22				93	106	pr29		181	200	Crystalline	pr52		-60	-80							weap							bow	thro	xbow	staf				
NoDesc	1	1	1	70		58				10	106	pr29		301	350	Crystalline	pr52		-60	-80							weap							bow	thro	xbow	staf				
NoDesc	1	1	1	8	33	7				28	107	pr27		1	10												weap							wand	orb	staf					
NoDesc	1	1	1	16	45	13				190	107	pr27		11	20												weap							wand	orb	staf					
NoDesc	1	1	1	23	57	19				96	107	pr27		21	30												weap							wand	orb	staf					
NoDesc	1	1	1	30	69	25				87	107	pr27		31	40												weap							wand	orb	staf					
NoDesc	1	1	1	37	81	31				222	107	pr27		41	50												weap							wand	orb	staf					
NoDesc	1	1	1	44	90	37				101	107	pr27		51	60												weap							wand	orb	staf					
NoDesc	1	1	1	52	90	43				240	107	pr27		61	70												weap							wand	orb	staf					
NoDesc	1	1	1	59	90	49				69	107	pr27		71	80												weap							wand	orb	staf					
NoDesc	1	1	1	66		55				100	107	pr27		81	90												weap							wand	orb	staf					
NoDesc	1	1	1	73		61				77	107	pr27		91	150												weap							wand	orb	staf					
NoDesc	1	1	1	80		66				101	107	pr27		151	300												weap							wand	orb	staf					
NoDesc	1	1	1	16	45	13				156	107	pr27		1	5												glov	amul	misl	pzhm	basd	azsd	ishd								
NoDesc	1	1	1	28	65	23				216	107	pr27		6	10												glov	amul	misl	pzhm	basd	azsd	ishd								
NoDesc	1	1	1	40	85	33				20	107	pr27		11	15												glov	amul	misl	pzhm	basd	azsd	ishd								
NoDesc	1	1	1	52	90	43				252	107	pr27		16	20												glov	amul	misl	pzhm	basd	azsd	ishd								
NoDesc	1	1	1	64	90	53				41	107	pr27		21	25												glov	amul	misl	pzhm	basd	azsd	ishd								
NoDesc	1	1	1	76		63				228	107	pr27		26	30												glov	amul	misl	pzhm	basd	azsd	ishd								
NoDesc	1	1	1	80		66				238	107	pr27		31	50												glov	amul	misl	pzhm	basd	azsd	ishd								
NoDesc	1	1	1	1	21					63	108	pr52		11	20												armo	weap						bow	thro	xbow	circ				
NoDesc	1	1	1	10	35	8				96	108	pr52		21	30												armo	weap						bow	thro	xbow	circ				
NoDesc	1	1	1	19	50	16				129	108	pr52		31	40												armo	weap						bow	thro	xbow	circ				
NoDesc	1	1	1	28	65	23				162	108	pr52		41	50												armo	weap						bow	thro	xbow	circ				
NoDesc	1	1	1	36	79	30				195	108	pr52		51	60												armo	weap						bow	thro	xbow	circ				
NoDesc	1	1	1	45	85	38				228	108	pr52		61	70												armo	weap						bow	thro	xbow	circ				
NoDesc	1	1	1	54	85	45				5	108	pr52		71	80												armo	weap						bow	thro	xbow	circ				
NoDesc	1	1	1	63	85	52				38	108	pr52		81	100												armo	weap						bow	thro	xbow	circ				
NoDesc	1	1	1	35	77	29				122	108	pr181		1	1												armo	weap						bow	thro	xbow	circ				
NoDesc	1	1	1	1	21					252	109	pr291		11	20												staf	nscy	pspe												
NoDesc	1	1	1	5	27	4				56	109	pr291		21	30												staf	nscy	pspe												
NoDesc	1	1	1	16	46	14				224	109	pr291		31	40												staf	nscy	pspe												
NoDesc	1	1	1	28	65	23				136	109	pr291		41	50												staf	nscy	pspe												
NoDesc	1	1	1	39	83	32				48	109	pr291		51	60												staf	nscy	pspe												
NoDesc	1	1	1	50	90	42				216	109	pr291		61	70												staf	nscy	pspe												
NoDesc	1	1	1	61	90	51				128	109	pr291		71	80												staf	nscy	pspe												
NoDesc	1	1	1	75		62				76	109	pr291		81	90												staf	nscy	pspe												
NoDesc	1	1	1	80		66				148	109	pr291		91	100												staf	nscy	pspe												
NoDesc	1	1	1	9	34	8				23	109	pr291		6	10												amul	crsd	wand	head	scep	circ	azhm								
NoDesc	1	1	1	22	55	18				167	109	pr291		11	15												amul	crsd	wand	head	scep	circ	azhm								
NoDesc	1	1	1	35	77	29				55	109	pr291		16	20												amul	crsd	wand	head	scep	circ	azhm								
NoDesc	1	1	1	48	90	40				199	109	pr291		21	25												amul	crsd	wand	head	scep	circ	azhm								
NoDesc	1	1	1	60	90	50				87	109	pr291		26	30												amul	crsd	wand	head	scep	circ	azhm								
NoDesc	1	1	1	73		61				231	109	pr291		31	35												amul	crsd	wand	head	scep	circ	azhm								
NoDesc	1	1	1	80		66				47	109	pr291		36	40												amul	crsd	wand	head	scep	circ	azhm								
NoDesc	1	1	1	25	61	21				50	109	pr291		3	5												ring	glov	nknf	ashd	azsd	h2h	club								
NoDesc	1	1	1	34	75	28				116	109	pr291		6	8												ring	glov	nknf	ashd	azsd	h2h	club								
NoDesc	1	1	1	43	90	36				182	109	pr291		9	11												ring	glov	nknf	ashd	azsd	h2h	club								
NoDesc	1	1	1	52	90	43				248	109	pr291		12	14												ring	glov	nknf	ashd	azsd	h2h	club								
NoDesc	1	1	1	60	90	50				58	109	pr291		15	17												ring	glov	nknf	ashd	azsd	h2h	club								
NoDesc	1	1	1	69		58				124	109	pr291		18	20												ring	glov	nknf	ashd	azsd	h2h	club								
NoDesc	1	1	1	5	27	4				56	110	pr207		6	10												staf														
NoDesc	1	1	1	16	46	14				224	110	pr207		11	15												staf														
NoDesc	1	1	1	28	65	23				136	110	pr207		16	20												staf														
NoDesc	1	1	1	39	83	32				48	110	pr207		21	25												staf														
NoDesc	1	1	1	50	90	42				216	110	pr207		26	30												staf														
NoDesc	1	1	1	61	90	51				128	110	pr207		31	35												staf														
NoDesc	1	1	1	75		62				76	110	pr207		36	40												staf														
NoDesc	1	1	1	80		66				148	110	pr207		41	50												staf														
NoDesc	1	1	1	9	34	8				23	110	pr207		2	4												glov	amul	crsd	wand	head	scep	circ								
NoDesc	1	1	1	22	55	18				167	110	pr207		5	7												glov	amul	crsd	wand	head	scep	circ								
NoDesc	1	1	1	35	77	29				55	110	pr207		8	10												glov	amul	crsd	wand	head	scep	circ								
NoDesc	1	1	1	48	90	40				199	110	pr207		11	13												glov	amul	crsd	wand	head	scep	circ								
NoDesc	1	1	1	60	90	50				87	110	pr207		14	16												glov	amul	crsd	wand	head	scep	circ								
NoDesc	1	1	1	73		61				231	110	pr207		17	19												glov	amul	crsd	wand	head	scep	circ								
NoDesc	1	1	1	80		66				47	110	pr207		20	25												glov	amul	crsd	wand	head	scep	circ								
NoDesc	1	1	1	25	61	21				50	110	pr207		1	3												ring	belt	helm	nscy	nknf	ashd		circ							
NoDesc	1	1	1	42	89	35				176	110	pr207		4	6												ring	belt	helm	nscy	nknf	ashd		circ							
NoDesc	1	1	1	59	90	49				46	110	pr207		7	9												ring	belt	helm	nscy	nknf	ashd		circ							
NoDesc	1	1	1	80		66				202	110	pr207		10	15												ring	belt	helm	nscy	nknf	ashd		circ							
NoDesc	1	1	1	5	27	4				56	110	pr185		6	10											cblu	orb	pelt	stor	pspe											
NoDesc	1	1	1	16	46	14				224	110	pr185		11	15											cblu	orb	pelt	stor	pspe											
NoDesc	1	1	1	28	65	23				136	110	pr185		16	20											cblu	orb	pelt	stor	pspe											
NoDesc	1	1	1	39	83	32				48	110	pr185		21	25											cblu	orb	pelt	stor	pspe											
NoDesc	1	1	1	50	90	42				216	110	pr185		26	30											cblu	orb	pelt	stor	pspe											
NoDesc	1	1	1	61	90	51				128	110	pr185		31	35											cblu	orb	pelt	stor	pspe											
NoDesc	1	1	1	75		62				76	110	pr185		36	40											cblu	orb	pelt	stor	pspe											
NoDesc	1	1	1	80		66				148	110	pr185		41	50											cblu	orb	pelt	stor	pspe											
NoDesc	1	1	1	9	34	8				23	110	pr185		3	5											cblu	glov	amul	scep	h2h	crsd	dbow	ishd								
NoDesc	1	1	1	22	55	18				167	110	pr185		6	8											cblu	glov	amul	scep	h2h	crsd	dbow	ishd								
NoDesc	1	1	1	35	77	29				55	110	pr185		9	11											cblu	glov	amul	scep	h2h	crsd	dbow	ishd								
NoDesc	1	1	1	48	90	40				199	110	pr185		12	14											cblu	glov	amul	scep	h2h	crsd	dbow	ishd								
NoDesc	1	1	1	60	90	50				87	110	pr185		15	17											cblu	glov	amul	scep	h2h	crsd	dbow	ishd								
NoDesc	1	1	1	73		61				231	110	pr185		18	20											cblu	glov	amul	scep	h2h	crsd	dbow	ishd								
NoDesc	1	1	1	80		66				47	110	pr185		21	40											cblu	glov	amul	scep	h2h	crsd	dbow	ishd								
NoDesc	1	1	1	9	34	8				23	110	pr185		3	5											cblu	wand	head	pzhm	pclb	pmac										
NoDesc	1	1	1	22	55	18				167	110	pr185		6	8											cblu	wand	head	pzhm	pclb	pmac										
NoDesc	1	1	1	35	77	29				55	110	pr185		9	11											cblu	wand	head	pzhm	pclb	pmac										
NoDesc	1	1	1	48	90	40				199	110	pr185		12	14											cblu	wand	head	pzhm	pclb	pmac										
NoDesc	1	1	1	60	90	50				87	110	pr185		15	17											cblu	wand	head	pzhm	pclb	pmac										
NoDesc	1	1	1	73		61				231	110	pr185		18	20											cblu	wand	head	pzhm	pclb	pmac										
NoDesc	1	1	1	80		66				47	110	pr185		21	30											cblu	wand	head	pzhm	pclb	pmac										
NoDesc	1	1	1	25	61	21				50	110	pr185		2	4											cblu	ring	belt	helm	nscy	nknf	ashd	club	azhm	pelt	pzhm	phlm	pclb			
NoDesc	1	1	1	42	89	35				176	110	pr185		5	7											cblu	ring	belt	helm	nscy	nknf	ashd	club	azhm	pelt	pzhm	phlm	pclb			
NoDesc	1	1	1	59	90	49				46	110	pr185		8	15											cblu	ring	belt	helm	nscy	nknf	ashd	club	azhm	pelt	pzhm	phlm	pclb			
NoDesc	1	1	1	80		66				202	110	pr185		16	30											cblu	ring	belt	helm	nscy	nknf	ashd	club	azhm	pelt	pzhm	phlm	pclb			
NoDesc	1	1	1	5	27	4				56	110	pr183		6	10											cred	orb	pelt	ashd	stor	pspe										
NoDesc	1	1	1	16	46	14				224	110	pr183		11	15											cred	orb	pelt	ashd	stor	pspe										
NoDesc	1	1	1	28	65	23				136	110	pr183		16	20											cred	orb	pelt	ashd	stor	pspe										
NoDesc	1	1	1	39	83	32				48	110	pr183		21	25											cred	orb	pelt	ashd	stor	pspe										
NoDesc	1	1	1	50	90	42				216	110	pr183		26	30											cred	orb	pelt	ashd	stor	pspe										
NoDesc	1	1	1	61	90	51				128	110	pr183		31	35											cred	orb	pelt	ashd	stor	pspe										
NoDesc	1	1	1	75		62				76	110	pr183		36	40											cred	orb	pelt	ashd	stor	pspe										
NoDesc	1	1	1	80		66				148	110	pr183		41	50											cred	orb	pelt	ashd	stor	pspe										
NoDesc	1	1	1	9	34	8				23	110	pr183		3	5											cred	glov	amul	scep	h2h	crsd	dbow	ishd								
NoDesc	1	1	1	22	55	18				167	110	pr183		6	8											cred	glov	amul	scep	h2h	crsd	dbow	ishd								
NoDesc	1	1	1	35	77	29				55	110	pr183		9	11											cred	glov	amul	scep	h2h	crsd	dbow	ishd								
NoDesc	1	1	1	48	90	40				199	110	pr183		12	14											cred	glov	amul	scep	h2h	crsd	dbow	ishd								
NoDesc	1	1	1	60	90	50				87	110	pr183		15	17											cred	glov	amul	scep	h2h	crsd	dbow	ishd								
NoDesc	1	1	1	73		61				231	110	pr183		18	20											cred	glov	amul	scep	h2h	crsd	dbow	ishd								
NoDesc	1	1	1	80		66				47	110	pr183		21	40											cred	glov	amul	scep	h2h	crsd	dbow	ishd								
NoDesc	1	1	1	9	34	8				23	110	pr183		3	5											cred	wand	head	pzhm	azsd	pclb	pmac	axe	baxe							
NoDesc	1	1	1	22	55	18				167	110	pr183		6	8											cred	wand	head	pzhm	azsd	pclb	pmac	axe	baxe							
NoDesc	1	1	1	35	77	29				55	110	pr183		9	11											cred	wand	head	pzhm	azsd	pclb	pmac	axe	baxe							
NoDesc	1	1	1	48	90	40				199	110	pr183		12	14											cred	wand	head	pzhm	azsd	pclb	pmac	axe	baxe							
NoDesc	1	1	1	60	90	50				87	110	pr183		15	17											cred	wand	head	pzhm	azsd	pclb	pmac	axe	baxe							
NoDesc	1	1	1	73		61				231	110	pr183		18	20											cred	wand	head	pzhm	azsd	pclb	pmac	axe	baxe							
